,artist_names,artists_id,danceability,energy,valence,tempo,loudness,mode,key,acousticness,instrumentalness,liveness,speechiness,explicit,duration_ms,popularity,year,release_date,song_title (censored)
1352,DeBarge,[816517],0.7070000000000001,0.759,0.955,115.142,-12.328,0,11,0.0769,2.84e-05,0.0775,0.046,0,229107,65,1985,1985,Rhythm Of The *****
1358,The Weeknd,[2674162],0.355,0.605,0.123,175.472,-7.34,0,0,0.614,0.0483,0.146,0.0774,1,283217,65,2020,4/3/2020,Faith
1365,Trey Songz,[128143],0.67,0.476,0.235,96.975,-6.252999999999999,0,9,0.328,0.0,0.104,0.0406,0,231907,64,2014,7/1/2014,Na Na
1369,Trey Songz,[128143],0.7240000000000001,0.87,0.81,93.01,-3.614,0,1,0.004529999999999999,0.0,0.833,0.113,0,207547,64,2009,8/31/2009,Say Aah (feat. Fabolous)
1372,Maxwell,[866491],0.753,0.471,0.778,96.038,-10.48,1,0,0.0805,0.0299,0.131,0.0317,0,346133,64,1996,4/2/1996,Ascension (Don't Ever Wonder)
1386,Destiny's Child,[210991],0.84,0.835,0.637,103.376,-4.386,0,1,0.00281,1.11e-06,0.152,0.275,0,207907,64,2001,5/1/2001,************
1391,The Platters,[894335],0.419,0.331,0.322,80.64699999999998,-10.497,1,3,0.932,0.0,0.102,0.0293,0,160093,64,1986,1/1/1986,Only You (And You Alone)
1394,Joe,[101895],0.725,0.487,0.599,136.086,-5.959,0,8,0.26,1.09e-05,0.431,0.0368,0,296693,64,2000,4/18/2000,I Wanna Know
1404,The Spinners,[578141],0.593,0.7909999999999999,0.63,112.295,-8.698,0,8,0.175,0.0,0.0976,0.068,0,188800,64,1973,1973,I'll Be Around
1408,Sly & the Family Stone,[33161],0.843,0.48,0.762,101.993,-11.574000000000002,0,11,0.28,0.000782,0.108,0.0492,0,180493,64,1973,6/30/1973,If You Want Me to Stay
1411,Trey Songz,[128143],0.708,0.612,0.263,139.91299999999998,-6.379,0,5,0.0381,0.0,0.277,0.122,0,229013,64,2017,3/24/2017,****** Else but You
1434,Gallant,[3413511],0.359,0.421,0.499,161.244,-4.069,0,5,0.818,0.0,0.153,0.0356,0,226747,64,2018,9/7/2018,Mad at You (with Gallant)
1440,Craig David,[122219],0.596,0.6859999999999999,0.815,172.835,-6.371,0,9,0.196,0.0,0.121,0.0345,0,204867,64,2001,3/3/2001,Walking Away
1453,The Temptations,[569685],0.425,0.242,0.477,92.472,-15.424,1,0,0.88,0.0118,0.195,0.0267,0,228160,64,1971,1/1/1971,Just My Imagination (Running Away With Me)
1468,Aaliyah,[578999],0.848,0.6629999999999999,0.833,137.953,-7.0779999999999985,0,9,0.124,0.0293,0.0737,0.159,0,265667,64,2019,7/25/2019,Are You That ********
1484,Tank,[3426],0.635,0.324,0.0741,117.863,-9.51,0,6,0.165,4.18e-06,0.108,0.0769,1,309120,64,2017,9/29/2017,When We
1488,Donna Summer,[661524],0.6920000000000001,0.79,0.96,128.13,-14.065,1,5,0.07400000000000001,0.711,0.101,0.0416,0,495187,64,1979,4/25/1979,I Feel Love - *** Version
1509,T-Pain,[258000],0.644,0.725,0.584,77.977,-4.622,1,11,0.0112,0.0,0.146,0.0701,1,222053,64,2007,7/31/2007,Cyclone (feat. T-Pain) - Main
1515,Keith Sweat,[767016],0.615,0.514,0.8220000000000001,175.84900000000005,-9.759,1,11,0.393,0.0,0.248,0.0466,0,260667,64,1996,1996,Twisted
1529,Whitney Houston,[820434],0.8059999999999999,0.802,0.529,127.931,-7.0760000000000005,1,1,0.162,0.0008849999999999998,0.0698,0.102,0,292400,64,1998,11/17/1998,It's Not Right But It's Okay
1541,The-Dream,[1028077],0.785,0.479,0.364,75.889,-4.956,0,7,0.083,0.0,0.0937,0.044,1,262773,64,2007,1/1/2007,Shawty Is Da ****
1552,Kool & the Gang,[777210],0.843,0.6559999999999999,0.931,121.112,-11.184,1,1,0.0466,0.0187,0.16899999999999998,0.0595,0,215653,64,2009,1/1/2009,Celebration - Single Version
1560,Missy Elliott,[502371],0.7929999999999999,0.498,0.4270000000000001,119.988,-11.208,0,8,0.0974,1.26e-05,0.13,0.17,1,190653,64,2011,9/27/2011,******** Perfect
1569,Trey Songz,[128143],0.7240000000000001,0.87,0.81,93.01,-3.614,0,1,0.004529999999999999,0.0,0.833,0.113,0,207547,64,2009,8/31/2009,Say Aah (feat. Fabolous)
1574,Michael Jackson,[467203],0.773,0.8590000000000001,0.813,118.458,-4.913,1,11,0.0855,0.00018,0.914,0.0747,0,357267,64,1982,11/30/1982,Thriller
1576,Lionel Richie,"[243474, 594665]",0.456,0.332,0.237,93.633,-9.775,1,10,0.665,0.000248,0.138,0.025,0,266267,64,2003,2003,"Endless Love - From ""The Endless Love"" Soundtrack"
1578,Chris Brown,[266063],0.785,0.687,0.63,141.003,-9.241,0,7,0.0771,0.0,0.119,0.168,1,327920,64,2020,5/8/2020,Big Slimes (feat. Gunna & Lil Duke)
1579,The-Dream,[1028077],0.785,0.479,0.364,75.889,-4.956,0,7,0.083,0.0,0.0937,0.044,1,262773,64,2007,1/1/2007,Shawty Is Da ****
1607,Brandy,[608945],0.703,0.469,0.6609999999999999,86.038,-6.515,0,11,0.177,0.0,0.726,0.0415,0,291667,63,1994,1994,I Wanna Be Down
1608,The Shirelles,[418981],0.55,0.382,0.464,136.128,-6.4289999999999985,1,0,0.312,1.11e-05,0.221,0.0263,0,160693,63,1961,1/1/1961,Will You Love Me Tomorrow
1625,Keith Sweat,[767016],0.6990000000000001,0.4920000000000001,0.388,117.907,-9.449,0,9,0.484,0.0,0.0482,0.0318,0,264773,63,1996,1996,****** (feat. Athena Cage)
1635,The Jackson 5,[83013],0.67,0.584,0.944,98.185,-8.325,1,8,0.439,0.00614,0.17800000000000002,0.034,0,179227,63,2000,1/1/2000,I Want You Back
1646,Stevie Wonder,[622805],0.608,0.534,0.7959999999999999,105.388,-11.541,1,8,0.135,0.0,0.064,0.0339,0,199507,63,1970,8/7/1970,We Can Work It Out
1674,T-Pain,[258000],0.444,0.708,0.26,105.412,-5.926,0,4,0.0419,0.0,0.0775,0.126,1,255413,63,2007,8/6/2007,Shawty (feat. T Pain)
1682,Ciara,[215513],0.8,0.496,0.35700000000000004,128.29,-7.135,1,7,0.000298,0.0,0.0697,0.0506,0,256347,63,2004,9/27/2004,Oh (feat. Ludacris)
1687,Tina Turner,[597309],0.6509999999999999,0.87,0.7290000000000001,103.857,-5.149,1,0,0.103,0.00815,0.0979,0.0318,0,330253,63,2004,11/1/2004,The Best
1693,Otis Redding,[414251],0.486,0.312,0.598,205.917,-13.522,1,2,0.726,1.59e-06,0.0601,0.0533,0,166827,63,1968,2/23/1968,(Sittin' On) the Dock of the Bay
1697,Ciara,[215513],0.527,0.696,0.499,100.614,-6.015,0,1,0.209,0.0,0.0516,0.361,0,244760,63,2006,2006,Can't Leave 'Em Alone (feat. 50 Cent)
1699,Ty Dolla $ign,[2659130],0.615,0.523,0.693,127.932,-4.246,0,7,0.505,4.29e-06,0.11,0.267,1,228750,63,2015,11/13/2015,Blas茅 (feat. Future & Rae Sremmurd) - Louis the Child Remix
1706,Ty Dolla $ign,"[2659130, 1028077]",0.645,0.541,0.411,95.061,-6.312,0,10,0.0802,0.0,0.325,0.0385,1,181880,63,2017,10/27/2017,Love U Better (feat. Lil Wayne & The-Dream)
1719,All-4-One,[12128],0.532,0.407,0.23,83.20700000000002,-9.658,0,6,0.235,0.0,0.117,0.0233,0,259853,63,2005,4/19/2005,I Swear
1733,Akon,[933458],0.444,0.866,0.375,94.968,-6.2170000000000005,1,7,0.0006219999999999999,4.72e-05,0.105,0.111,1,235120,63,2010,11/18/2010,Kush - Main
1734,John Legend,"[814387, 591459]",0.606,0.72,0.179,127.986,-6.252999999999999,0,5,0.000151,0.00165,0.0745,0.0283,0,251613,63,2014,2/25/2014,All of Me (Ti毛sto's Birthday Treatment Remix) - Radio Edit
1740,Trey Songz,[128143],0.637,0.718,0.336,85.963,-4.134,1,0,0.0236,1.13e-06,0.083,0.133,0,194576,63,2020,1/16/2020,Back Home (feat. Summer Walker)
1743,TLC,[7689],0.648,0.622,0.51,88.684,-6.063,1,7,0.00152,5.97e-05,0.109,0.0428,0,278067,63,1999,2/23/1999,Unpretty
1745,Aretha Franklin,[927555],0.474,0.473,0.561,77.583,-11.454,1,2,0.545,1.25e-06,0.0356,0.0601,0,199267,63,1970,1/15/1970,Son of a Preacher Man
1747,Bill Withers,[78044],0.731,0.311,0.574,82.366,-14.939,0,4,0.598,1.68e-06,0.111,0.0892,0,121080,63,1971,5/1/1971,Grandma's *****
1753,Sam Cooke,[238115],0.482,0.569,0.609,70.843,-5.897,1,0,0.617,0.0,0.155,0.0328,0,165280,63,1960,1/1/1960,Bring It On Home To Me
1767,Ciara,[215513],0.5770000000000001,0.5760000000000001,0.12,133.97299999999998,-6.299,1,2,0.0143,0.0,0.602,0.0563,0,234040,63,2013,7/5/2013,Body Party
1772,Patrice Rushen,[743968],0.912,0.534,0.963,114.681,-5.319,0,6,0.139,0.102,0.0387,0.0366,0,275813,63,1982,1982,Forget Me Nots
1775,Babyface,[61226],0.703,0.516,0.544,92.06,-7.55,0,0,0.193,1.15e-06,0.0951,0.0597,1,217434,63,2020,5/27/2020,Shoulda (feat. Babyface)
1779,SWV,[498987],0.85,0.513,0.623,99.01,-10.663,1,7,0.0624,0.00249,0.0689,0.0513,0,278333,63,1992,10/27/1992,I'm So Into You
1796,Lloyd,"[673752, 933898]",0.688,0.404,0.448,75.007,-9.481,0,9,0.377,0.0,0.0813,0.0818,0,277840,62,2004,1/1/2004,Southside
1817,The Brothers Johnson,[624215],0.73,0.622,0.752,90.973,-11.7,0,7,0.269,0.008740000000000001,0.111,0.0532,0,299067,62,1977,1/1/1977,Strawberry Letter **
1824,Ty Dolla $ign,[2659130],0.6859999999999999,0.428,0.329,141.95,-13.072,1,2,0.0414,0.0,0.138,0.192,1,289560,62,2018,6/29/2018,After Dark (feat. Static Major & Ty Dolla $ign)
1825,Mary J. Blige,"[376204, 219203]",0.344,0.8740000000000001,0.269,185.888,-3.161,1,0,0.0841,0.0,0.129,0.0777,0,260467,62,2005,1/1/2005,One
1835,Smokey Robinson & the Miracles,[35021],0.711,0.6629999999999999,0.8959999999999999,96.812,-9.262,1,2,0.26,1.23e-06,0.0291,0.0308,0,161227,62,1994,2/22/1994,I Second That Emotion
1838,SWV,[498987],0.601,0.74,0.672,94.013,-5.043,0,9,0.0299,0.332,0.0937,0.0573,0,226800,62,1992,1992,Right Here - Human Nature Radio Mix
1848,Barry White,[149044],0.636,0.72,0.8009999999999999,130.94799999999998,-6.504,1,5,0.00722,0.000398,0.139,0.0387,0,212867,62,2009,5/19/2009,"You're The First, The Last, My Everything"
1863,Akon,[933458],0.727,0.71,0.378,81.995,-6.142,1,4,0.0104,0.0,0.107,0.0742,1,287480,62,2007,2007,I Tried
1867,The Supremes,[477875],0.732,0.506,0.867,126.325,-11.735,1,7,0.688,1.04e-06,0.146,0.0462,0,163093,62,1964,8/31/1964,Come See About Me
1874,Sade,[279337],0.728,0.4920000000000001,0.616,134.616,-5.0539999999999985,1,9,0.482,6.24e-05,0.0354,0.0269,0,221293,62,2011,4/29/2011,Your Love Is King - Remastered
1887,Babyface,"[61226, 262255, 68934, 19953]",0.655,0.417,0.279,143.674,-7.702000000000001,1,5,0.0624,0.0,0.0965,0.025,0,296267,62,1996,10/29/1996,"Every Time I Close My Eyes (with Mariah Carey, Kenny G & ****** E.)"
1900,The Platters,[894335],0.203,0.295,0.285,171.222,-11.155,1,3,0.92,2.05e-06,0.173,0.0323,0,160933,62,1959,1/1/1959,Smoke Gets In Your Eyes
1909,Marvin Gaye,[316834],0.55,0.611,0.626,168.512,-10.657,1,3,0.0392,0.0,0.0631,0.0443,0,290960,62,1973,8/28/1973,Let's Get It On
1910,Frank Ocean,[2592086],0.716,0.568,0.905,136.894,-8.904,1,2,0.278,1.98e-06,0.385,0.212,1,205800,62,2013,8/16/2013,Sunday (feat. Frank Ocean)
1912,112,[1055285],0.66,0.71,0.233,97.988,-4.541,1,1,0.0106,7.01e-06,0.0736,0.0409,0,264933,62,2001,2001,It's Over Now
1919,Otis Redding,[414251],0.74,0.322,0.629,102.889,-9.26,1,0,0.551,0.000763,0.17,0.0399,0,175853,62,1965,9/15/1965,My ****
1932,The Stylistics,[567624],0.451,0.359,0.17800000000000002,76.015,-8.567,1,7,0.847,2.97e-05,0.13699999999999998,0.0247,0,288440,62,1973,10/23/1973,You Make Me Feel Brand New
1935,Ann Peebles,[921002],0.727,0.387,0.966,160.395,-12.333,1,1,0.248,0.0102,0.0625,0.0412,0,150400,62,2009,2009,I Can't Stand the Rain
1946,Miguel,[2570457],0.654,0.5870000000000001,0.28800000000000003,100.014,-6.331,1,10,0.026,0.0,0.589,0.0439,0,281360,62,2017,12/1/2017,Pineapple Skies
2009,Stevie Wonder,[622805],0.467,0.8690000000000001,0.684,102.376,-10.342,0,8,0.0589,0.0,0.244,0.0559,0,428222,61,1976,9/28/1976,As
2017,Usher,"[303506, 3236942]",0.884,0.53,0.262,99.021,-5.776,0,5,0.0144,0.0,0.095,0.0379,1,206187,61,2015,3/4/2015,Body Language (feat. ***** & ********
2020,Destiny's Child,[210991],0.605,0.584,0.464,125.802,-7.042999999999998,0,11,0.28600000000000003,0.0,0.235,0.197,0,245400,61,2004,11/16/2004,Cater * U
2031,Bobby Womack,[64509],0.47,0.385,0.6940000000000001,112.377,-13.159,0,6,0.767,0.0653,0.179,0.0296,0,200973,61,1969,Jan-69,California Dreamin'
2039,The Gap Band,[73383],0.792,0.476,0.82,98.871,-11.707,1,6,0.3720000000000001,0.0157,0.027000000000000003,0.0412,0,375400,61,1999,3/5/1999,Outstanding - Original *** Mix
2052,Ashanti,[933898],0.6920000000000001,0.6920000000000001,0.685,90.321,-4.67,0,9,0.7040000000000001,0.0,0.177,0.132,1,194160,61,2002,1/1/2002,Unfoolish
2058,Chaka Khan,[802302],0.698,0.912,0.797,124.916,-8.993,1,11,0.0145,0.0222,0.279,0.0675,0,343400,61,1984,1984,I Feel for You
2065,Frank Ocean,[2592086],0.359,0.3670000000000001,0.104,83.331,-7.684,1,9,0.738,1.43e-06,0.0736,0.0335,0,175453,61,2012,7/10/2012,Bad Religion
2066,Nate Dogg,[373592],0.912,0.416,0.677,90.01299999999998,-5.943,0,10,0.4370000000000001,0.306,0.09,0.16399999999999998,1,236227,61,2001,12/4/2001,I Got Love
2071,Frank Ocean,[2592086],0.479,0.5579999999999999,0.8,83.465,-6.074,1,11,0.227,0.0,0.0808,0.179,1,262680,61,2012,7/10/2012,Sweet Life
2072,Jazmine Sullivan,"[546738, 3415304]",0.512,0.511,0.6509999999999999,88.816,-4.412,0,7,0.537,0.0,0.115,0.324,1,218073,61,2017,8/4/2017,Insecure
2074,Destiny's Child,[210991],0.5660000000000001,0.573,0.313,116.067,-7.21,1,5,0.25,0.0,0.0723,0.0436,0,276093,61,2001,5/1/2001,***** Eyes
2078,Sylvester,[756291],0.642,0.8059999999999999,0.962,131.577,-12.973,1,10,0.0455,0.314,0.0498,0.032,0,395573,61,1978,1978,You Make Me Feel (Mighty Real)
2079,The Gap Band,[73383],0.792,0.476,0.82,98.871,-11.707,1,6,0.3720000000000001,0.0157,0.027000000000000003,0.0412,0,375400,61,1999,3/5/1999,Outstanding - Original *** Mix
2083,The Isley Brothers,[766893],0.376,0.67,0.8370000000000001,185.503,-9.273,1,10,0.0727,2.52e-06,0.0718,0.0854,0,169293,61,1969,8/21/1969,It's Your Thing
2087,Stevie Wonder,[622805],0.589,0.585,0.456,99.298,-9.958,1,11,0.0915,0.0,0.234,0.0747,0,442867,61,1973,8/3/1973,Living For The City
2095,Ty Dolla $ign,[2659130],0.88,0.728,0.715,160.976,-6.939,0,10,0.136,5.42e-05,0.337,0.205,1,200373,61,2018,5/11/2018,Clout (feat. ** *******
2109,The Weeknd,[2674162],0.65,0.711,0.319,89.01899999999998,-5.417000000000002,1,0,0.0123,0.00943,0.301,0.0377,1,405213,61,2012,1/1/2012,House Of Balloons / ***** Table *****
2112,Brian McKnight,[517074],0.716,0.34,0.3720000000000001,126.921,-9.876,0,7,0.488,2.7300000000000006e-05,0.11,0.0282,0,247467,61,1999,9/21/1999,"6, 8, **"
2116,The Impressions,[82013],0.414,0.249,0.341,142.442,-12.674,1,1,0.894,8.37e-06,0.188,0.0369,0,163360,61,1965,2/7/1965,People Get Ready
2118,Peabo Bryson,"[35338, 290072]",0.482,0.211,0.158,116.902,-14.518,1,3,0.8029999999999999,1.36e-05,0.154,0.0318,0,211000,61,1983,7/22/1983,******* I Celebrate My Love
2121,Ty Dolla $ign,[2659130],0.334,0.81,0.306,151.643,-4.855,0,9,0.00457,0.0,0.158,0.0632,1,206605,61,2018,6/8/2018,Freeee (Ghost Town Pt. **
2132,Parliament,[129775],0.7170000000000001,0.665,0.774,105.693,-9.503,1,9,0.0659,0.0,0.326,0.0523,0,348067,61,1975,12/15/1975,Give Up The Funk (Tear The Roof *** The *******
2136,The Crystals,[138332],0.44,0.682,0.626,135.917,-7.416,1,4,0.6809999999999999,3.33e-05,0.207,0.0373,0,158853,61,2011,2/22/2011,Then He Kissed Me
2138,Gloria Gaynor,[664849],0.6729999999999999,0.752,0.5760000000000001,120.041,-7.978,0,9,0.00309,0.0,0.112,0.0491,0,265027,61,1982,1982,I Will Survive - Rerecorded
2139,Chris Brown,[266063],0.654,0.731,0.59,104.002,-4.767,0,10,0.0419,0.0,0.122,0.0568,0,213200,61,2014,9/16/2014,Fine China
2177,The Jackson 5,[83013],0.247,0.307,0.403,161.982,-13.16,1,7,0.648,2.43e-05,0.281,0.0371,0,235640,61,1969,12/18/1969,Who's Lovin' You
2178,James Brown,"[128099, 71970]",0.8,0.802,0.82,97.586,-5.439,1,0,0.23,0.00379,0.0971,0.166,0,544640,61,2003,1/1/2003,People Get Up And Drive Your Funky Soul - Remix
2182,Pharrell Williams,[275757],0.907,0.695,0.961,101.007,-6.268,0,11,0.246,0.0,0.0808,0.135,1,298307,61,2002,1/1/2002,Beautiful
2183,Trey Songz,[128143],0.602,0.785,0.565,84.038,-6.129,1,7,0.245,0.0,0.19,0.0578,0,214480,61,2009,8/31/2009,I Need a ****
2186,Ty Dolla $ign,[2659130],0.334,0.81,0.306,151.643,-4.855,0,9,0.00457,0.0,0.158,0.0632,1,206605,61,2018,6/8/2018,Freeee (Ghost Town Pt. **
2203,The Isley Brothers,[766893],0.489,0.866,0.416,138.63,-7.433,1,10,0.753,0.0,0.8759999999999999,0.0933,0,268560,61,1959,8/21/1959,"Shout, Pts. * & *"
2204,Chris Brown,[266063],0.882,0.621,0.487,104.954,-6.652,1,1,0.000463,0.00055,0.0784,0.0461,1,189707,61,2014,9/16/2014,Love More (feat. Nicki Minaj)
2214,Ginuwine,[662797],0.691,0.541,0.319,127.683,-5.872999999999998,1,1,0.508,0.0,0.0753,0.0776,1,243307,61,2003,4/8/2003,In Those Jeans
2223,Arthur Conley,[604924],0.59,0.659,0.965,80.20100000000002,-9.669,1,5,0.104,6.56e-06,0.35600000000000004,0.0697,0,141067,61,2005,4/19/2005,Sweet Soul Music
2231,Chris Brown,"[266063, 791609]",0.417,0.8059999999999999,0.545,127.887,-5.339,0,5,0.0703,0.006370000000000001,0.0841,0.16,0,226773,61,2011,3/22/2011,Beautiful People
2235,The Isley Brothers,[766893],0.75,0.78,0.738,94.864,-7.8610000000000015,1,4,0.3670000000000001,2.67e-06,0.153,0.036000000000000004,0,223520,61,1971,8/21/1971,Love the One You're With
2239,Atlantic Starr,[509356],0.606,0.534,0.328,130.945,-6.757999999999999,1,7,0.399,0.000973,0.35600000000000004,0.0256,0,288493,61,1987,3/24/1987,Always
2242,The Weeknd,[2674162],0.778,0.7070000000000001,0.458,126.684,-3.606,0,4,0.0459,0.0,0.111,0.0746,1,190355,60,2017,8/25/2017,UnFazed (feat. The Weeknd)
2245,Luther Vandross,[208076],0.705,0.467,0.522,119.938,-8.456,1,0,0.236,0.0,0.113,0.0298,0,259693,60,2006,2006,I'd Rather
2255,Chris Brown,"[266063, 3065088, 1545319]",0.525,0.6809999999999999,0.4370000000000001,151.875,-4.158,0,6,0.195,0.0,0.141,0.0683,1,293120,60,2015,10/23/2015,"Hold You Down (feat. Chris ****** August Alsina, Future & Jeremih)"
2269,Lionel Richie,[243474],0.522,0.34600000000000003,0.27,131.692,-15.462,1,5,0.258,0.0,0.114,0.0297,0,195133,60,1983,1/1/1983,Stuck On You
2282,Mariah Carey,[262255],0.6940000000000001,0.823,0.6829999999999999,95.83,-6.755,1,1,0.118,7.11e-06,0.152,0.0917,0,299827,60,1997,9/3/1997,Honey
2301,The Spinners,[578141],0.382,0.727,0.826,207.265,-6.6770000000000005,0,9,0.7290000000000001,0.0,0.196,0.0861,0,249733,60,1973,1973,Could It Be I'm Falling in Love
2306,The Brothers Johnson,[624215],0.8590000000000001,0.782,0.931,119.518,-8.344,1,10,0.154,0.0297,0.0693,0.0369,0,247133,60,2003,1/1/2003,Stomp! - Single Version
2309,T-Pain,[258000],0.772,0.59,0.743,83.99799999999998,-6.957000000000002,1,6,0.0917,0.0,0.101,0.183,0,238267,60,2006,12/18/2006,Outta My System (feat. T-Pain & Johnt谩 Austin)
2310,Michael Jackson,"[467203, 29884]",0.6709999999999999,0.636,0.6509999999999999,81.477,-6.672999999999999,1,9,0.269,4.09e-06,0.18,0.0558,0,222040,60,1982,11/30/1982,The **** Is Mine (with Paul McCartney)
2314,Sly & the Family Stone,[33161],0.8190000000000001,0.605,0.797,108.892,-13.83,0,2,0.669,0.0163,0.199,0.132,0,185533,60,1971,11/20/1971,Family Affair - Single Version
2315,John Legend,[814387],0.425,0.581,0.636,83.352,-5.964,0,10,0.305,6.3e-05,0.11,0.0646,1,469867,60,2010,11/22/2010,Blame Game
2316,T-Pain,[258000],0.772,0.59,0.743,83.99799999999998,-6.957000000000002,1,6,0.0917,0.0,0.101,0.183,0,238267,60,2006,12/18/2006,Outta My System (feat. T-Pain & Johnt谩 Austin)
2317,Chris Brown,[266063],0.71,0.4970000000000001,0.412,106.071,-8.027000000000001,0,1,0.073,0.0,0.136,0.138,1,273353,60,2017,10/31/2017,To My Bed
2319,The Isley Brothers,[766893],0.7190000000000001,0.377,0.575,83.919,-12.585,0,9,0.6609999999999999,0.0,0.0902,0.0974,0,340013,60,1983,8/21/1983,Between the ******
2320,The Isley Brothers,[766893],0.7190000000000001,0.377,0.575,83.919,-12.585,0,9,0.6609999999999999,0.0,0.0902,0.0974,0,340013,60,1983,8/21/1983,Between the ******
2323,Lionel Richie,[243474],0.366,0.238,0.131,68.377,-13.853,1,1,0.6459999999999999,1e-05,0.0876,0.038,0,200507,60,1982,1982,Truly
2328,James Brown,[128099],0.563,0.917,0.573,92.074,-4.753,1,8,0.128,8.47e-06,0.404,0.158,1,171573,60,2012,1/1/2012,Unchained (The Payback / Untouchable)
2339,Whitney Houston,[820434],0.3720000000000001,0.363,0.145,77.079,-10.212,1,8,0.632,0.0,0.157,0.031,0,264333,60,1992,11/17/1992,Run to You
2340,Randy Crawford,[333573],0.6579999999999999,0.764,0.83,107.433,-8.646,0,10,0.101,0.004,0.134,0.0449,0,254227,60,1997,12/9/1997,Street Life
2344,The Spinners,[578141],0.818,0.768,0.922,121.562,-6.975,0,9,0.289,4.73e-06,0.107,0.0482,0,242667,60,1993,1993,Working My Way Back to You
2360,Janet Jackson,[208774],0.359,0.287,0.189,130.135,-9.51,1,0,0.882,0.00607,0.18600000000000005,0.0303,0,227133,60,1993,5/18/1993,*****
2371,T-Pain,[258000],0.374,0.888,0.365,148.828,-3.197,1,8,0.0762,0.0,0.202,0.12,1,319940,60,2009,6/26/2009,All the Above (feat. T-Pain)
2376,Peabo Bryson,"[35338, 884962]",0.516,0.32,0.131,107.894,-10.487,1,2,0.627,0.0,0.14400000000000002,0.0303,0,243493,60,1993,1/31/1993,A Whole New World (Aladdin's Theme)
2384,Natalie Cole,[74195],0.672,0.424,0.486,111.914,-8.527000000000001,1,9,0.77,2e-06,0.205,0.0305,0,242200,60,2013,1/1/2013,Bachata Rosa
2397,Terence Trent D'Arby,[17877],0.899,0.421,0.852,109.148,-11.238,1,4,0.202,4.94e-06,0.0864,0.0511,0,276533,60,1987,7/6/1987,Sign Your Name
2401,D'Angelo,[134600],0.838,0.304,0.221,112.618,-9.975,0,4,0.16,0.0257,0.0828,0.0628,0,430800,60,2000,1/1/2000,******** (How Does It Feel)
2407,John Legend,[814387],0.67,0.58,0.309,157.999,-6.586,0,8,0.777,0.0,0.11,0.14400000000000002,1,254627,60,2015,2/24/2015,One Man Can Change The World
2412,Loleatta Holloway,[829125],0.711,0.951,0.903,121.656,-8.406,1,1,0.00189,0.366,0.0229,0.0537,0,269307,60,1991,1991,Good Vibrations
2458,India.Arie,[84446],0.64,0.6,0.627,175.832,-6.341,1,7,0.075,7.900000000000001e-05,0.0752,0.0948,0,297800,60,2001,1/1/2001,Strength Courage & Wisdom
2461,The Weeknd,[2674162],0.626,0.68,0.227,75.97800000000002,-7.64,1,0,0.517,0.0,0.114,0.112,1,222667,60,2013,1/1/2013,Live For
2462,Harold Melvin & the Blue Notes,[665957],0.472,0.711,0.527,120.021,-8.852,1,0,0.276,1.34e-06,0.103,0.0599,0,363973,60,1975,1975,Don't Leave Me This Way
2463,Kool & the Gang,[777210],0.838,0.381,0.95,117.708,-16.867,0,11,0.00912,0.0988,0.0364,0.0351,0,266560,60,1984,11/15/1984,Fresh
2465,Prince,[1426748],0.777,0.7,0.802,122.94,-11.045,1,1,0.235,8.02e-06,0.836,0.0869,0,188613,60,2016,11/22/2016,Little Red Corvette - Single Version
2466,Lloyd,[673752],0.8220000000000001,0.905,0.674,128.014,-4.032,0,5,0.123,0.0,0.0496,0.241,0,209533,60,2007,1/1/2007,Get It Shawty - Main
2470,The Weeknd,[2674162],0.619,0.521,0.254,139.886,-8.092,0,3,0.26,0.000542,0.101,0.0744,1,418507,60,2012,1/1/2012,The Zone
2471,King Floyd,[90169],0.913,0.481,0.878,103.62,-8.459,1,11,0.392,7.48e-05,0.0279,0.0998,0,184467,60,1994,6/14/1994,Groove Me
2477,Frank Ocean,[2592086],0.848,0.6629999999999999,0.333,133.993,-5.606,0,8,0.523,0.0,0.108,0.245,1,255413,60,2017,8/25/2017,"RAF (feat. A$AP Rocky, Playboi Carti, Quavo, Lil **** Vert & Frank Ocean)"
2481,Trey Songz,[128143],0.813,0.58,0.443,100.045,-6.724,1,11,0.0405,8.45e-06,0.349,0.0746,1,221972,60,2015,6/23/2015,"Touchin, Lovin (feat. Nicki Minaj)"
2509,The Isley Brothers,[766893],0.31,0.629,0.544,152.276,-10.057,0,9,0.212,0.00894,0.122,0.0484,0,371707,59,1973,8/21/1973,"Summer Breeze, Pts. * & *"
2514,Ty Dolla $ign,"[2659130, 2775792]",0.73,0.581,0.359,137.98,-5.832999999999998,0,6,0.0295,1.3e-05,0.106,0.0828,1,180867,59,2017,10/27/2017,Droptop in the Rain (feat. Tory Lanez)
